Station Name,Latitude,Longitude,Elevation,IATA,WMO ID,Climate ID,Starting Date (hourly data),Ending Date (hourly data),Starting Date (daily data),Ending Date (daily data),Associated Location
ASHTON STN SESIA FARM,45.17,-76.07,137 m,,,6100363,,,1959-08-01,1973-12-01,
ASHUANIPI,52.53,-66.23,546 m,,,8500200,,,1948-10-01,1950-12-01,
ASHVILLE,51.28,-100.28,320 m,,,5040121,,,1973-07-01,1979-10-01,
ASQUITH,52.13,-107.23,519 m,,,4050275,,,1961-11-01,1981-09-01,
ASSINIBOIA,49.73,-105.97,724 m,,,4020280,,,1915-06-01,1997-07-01,
ASSINIBOIA AIRPORT (Assiniboia Airport),49.73,-105.95,726 m,WJI,71487,4020286,1994-02-01,+,1992-12-01,+,Assiniboia
ASSUMPTION,58.7,-118.68,305 m,,,3070310,,,1961-08-01,1970-03-01,
ASSUMPTION,58.7,-118.72,335 m,,,3070311,,,1973-09-01,1975-07-01,
ATHABASCA,54.72,-113.28,515 m,,,3060320,,,1918-06-01,1967-09-01,
ATHABASCA 1,54.72,-113.29,515 m,,,3060L20,,,1986-08-01,2020-03-01,
ATHABASCA 2,54.82,-113.54,626 m,,,3060321,,,1952-06-01,2010-12-01,
ATHABASCA 3,54.72,-113.28,527 m,,,3060322,,,1973-11-01,1974-03-01,
ATHABASCA AGCM (Athabasca),54.63,-113.38,635 m,PAF,71271,3060330,2008-06-05,+,2008-06-01,+,Athabasca
ATHABASCA EXP ST,54.7,-113.38,579 m,,,3060337,,,1952-01-01,1957-12-01,
ATHABASCA LANDING,54.72,-113.28,503 m,,,3060352,,,1900-04-01,1927-07-01,
ATHABASCA LO,53.42,-117.78,1631 m,,,3060353,,,1954-06-01,2011-09-01,
ATHENS,44.65,-75.92,122 m,,,6100375,,,1969-06-01,1978-01-01,
ATIKAMEG,55.9,-115.65,651 m,,,3070400,,,1959-06-01,1959-06-01,
ATIKOKAN,48.75,-91.62,395 m,,,6020379,1966-07-01,1988-10-28,1966-07-01,1988-10-01,
ATIKOKAN (AUT) (Atikokan),48.76,-91.63,389 m,WCH,71747,6020LPQ,1994-02-01,+,2000-12-01,+,Atikokan
,,,,,,,,,,,Mine Centre
ATIKOKAN CLI,48.73,-91.63,391 m,,,6020381,,,1914-07-01,1971-06-01,
ATIKOKAN MARMION,48.8,-91.58,442 m,,,6020384,,,1979-12-01,2007-07-01,
ATKINSON POINT,69.93,-131.4,3 m,,,2200430,,,1959-01-01,1963-08-01,
ATLEE,50.82,-110.95,793 m,,,3020401,,,1982-06-01,1995-10-01,
ATLEE AGCM,50.81,-111.01,795 m,PAT,71986,3020405,2009-02-13,+,2009-02-01,2021-03-01,
ATLIN,59.57,-133.7,674 m,,,1200560,,,1899-03-01,2021-03-01,
ATMORE,54.82,-112.55,610 m,,,3060403,,,1973-06-01,1973-08-01,
ATMORE AGDM,54.78,-112.83,574 m,XAJ,71287,3060406,1992-03-04,+,2002-11-01,2021-03-01,
ATNARKO PARKS CAMP,52.42,-125.92,290 m,,,1080562,,,1979-08-01,1981-08-01,
ATTAWAPISKAT,52.92,-82.45,9 m,,,6010387,,,1968-09-01,1968-11-01,
ATTAWAPISKAT A (Attawapiskat Airport),52.93,-82.43,9 m,YAT,71653,6010400,2015-01-06,+,2015-01-01,+,Attawapiskat
ATWATER,50.82,-102.22,536 m,,,4010310,,,1977-03-01,2008-03-01,
AUDET,45.65,-70.73,514 m,,,7020391,,,1965-05-01,1985-01-01,
AUPALUK A (Aupaluk Airport),59.3,-69.6,37 m,YLA,,7110600,2015-10-08,+,,,Aupaluk
AUPALUK A (Aupaluk Airport),59.3,-69.6,37 m,YLA,,7110601,2018-10-30,+,2018-10-01,+,Aupaluk
AUPALUK A (Aupaluk Airport),59.3,-69.6,37 m,YLA,,7110LRJ,1992-11-25,2015-10-08,,,Aupaluk
AURORA,43.95,-79.4,270 m,,,6150395,,,1883-04-01,1919-05-01,
AURORA LO,52.65,-115.72,1341 m,,,3010410,,,1968-06-01,2011-09-01,
AURORA MOE,44.02,-79.47,259 m,,,6150396,,,1980-09-01,1984-04-01,
AURORA NE,44.02,-79.45,260 m,,,6150398,,,2003-07-01,2009-11-01,
AURORA PAYMENT,43.98,-79.47,282 m,,,6150397,,,1971-09-01,1975-07-01,
AUSTIN,49.9,-98.98,328 m,,,5040128,,,1989-09-01,1995-08-01,
AUTEUIL,45.65,-73.73,53 m,,,7020392,,,1983-06-01,2016-11-01,
AVOLA,51.78,-119.33,610 m,,,1160565,,,1974-05-01,1982-02-01,
AVON,44.88,-64.22,24 m,,,8200200,,,1949-11-01,2001-01-01,
AVONDALE,45.02,-64.12,42 m,,,8200210,,,1993-05-01,2006-04-01,
AVONDALE CDA,47.42,-53.23,133 m,,,8400225,,,1955-07-01,1996-09-01,
AVONLEA EXP ST,50.02,-105.05,601 m,,,4010320,,,1951-12-01,1955-07-01,
AVONMORE,45.17,-74.97,91 m,,,6100398,,,1976-05-01,2006-06-01,
AYLESBURY,50.93,-105.7,579 m,,,4010358,,,1973-05-01,1980-01-01,
AYLESBURY CDA EPF,51,-105.67,576 m,,,4010360,,,1951-07-01,1962-08-01,
AYLESFORD,45.03,-64.87,40 m,,,8200220,,,1961-04-01,1984-02-01,
AYLMER,42.77,-80.98,229 m,,,6130409,,,1948-05-01,1981-12-01,
AYLMER,42.77,-80.98,232 m,,,6130411,,,1996-06-01,2004-02-01,
AYLMER 2,42.77,-81,232 m,,,6130415,,,1958-05-01,1961-03-01,
AYLMER ONT HYDRO,42.78,-80.98,236 m,,,6130420,,,1983-05-01,2000-08-01,
AYLSHAM,53.2,-103.8,362 m,,,4070365,,,1968-05-01,2005-04-01,
AYR,43.28,-80.45,290 m,,,6140437,,,1956-05-01,1961-07-01,
AYTON,44.08,-80.83,361 m,,,6110439,,,1988-05-01,1993-12-01,
AZURE (Azure),50.51,-114.01,1143 m,PAZ,71981,3030450,2008-11-26,+,2008-11-01,+,High River
BABBAGE RIVER (AUT),68.82,-138.75,183 m,,,2100143,1988-01-01,1989-08-09,,,
BABINE LAKE FISHERIES,55.07,-126.53,713 m,,,1070571,,,1912-09-01,1936-07-01,
BABINE LAKE HALIFAX BAY,55.05,-126.48,712 m,,,1070572,,,1972-05-01,1973-10-01,
BABINE LAKE PINKUT CREEK,54.45,-125.46,713 m,,,1070573,,,1968-12-01,2012-02-01,
BACCARO,43.47,-65.47,3 m,,,8200250,,,1957-12-01,1979-06-01,
BACCARO POINT,43.45,-65.47,13 m,WCP,,8200254,1994-02-01,2009-05-20,2005-12-01,2007-07-01,
BACCARO PT (Baccaro Point),43.45,-65.47,5 m,ACP,71920,8200255,2007-06-07,+,2007-06-01,+,Baccaro Point
,,,,,,,,,,,Shelburne
BACHELORS ISLAND MARINE,51.75,-99.9,256 m,WBL,71143,5040131,1994-02-01,2012-11-05,1994-07-01,2012-11-01,
BACK RIVER (AUT),66.09,-96.51,61 m,WXV,,2300MQM,1994-02-01,2004-08-31,1995-01-01,2004-12-01,
BAD LAKE IHD 102,51.32,-108.42,637 m,,,404037Q,,,1971-07-01,1986-06-01,
BADDECK,46.1,-60.75,8 m,,,8200300,,,1875-06-01,2000-01-01,
BADDECK BELL,46.1,-60.75,17 m,,,8200301,,,2000-07-01,2010-10-01,
BADGER,48.98,-56.05,101 m,,,8400300,,,1955-08-01,1967-04-01,
BADGER (AUT) (Badger),48.97,-56.07,103 m,WDI,71400,8400301,1986-12-31,+,1973-01-01,+,Badger
,,,,,,,,,,,Buchans
,,,,,,,,,,,Grand Falls-Windsor
BADGER C,48.97,-56.05,102 m,,,8400309,,,1988-09-01,1989-01-01,
BAGOTVILLE A (CFB Bagotville),48.33,-71,159 m,YBG,71727,7060400,1953-01-01,+,1942-09-01,+,Bagotville
BAIE COMEAU,49.23,-68.18,69 m,,,7040MLR,,,1966-01-01,1980-06-01,
BAIE COMEAU CBA,49.22,-68.15,8 m,,,7040445,,,1958-09-01,1966-12-01,
BAIE DES SABLES,48.7,-67.83,99 m,,,7050MM5,,,1981-06-01,2004-04-01,
BAIE JOHAN BEETZ,50.28,-62.8,8 m,,,7040MMN,,,1965-07-01,2004-04-01,
BAIE ST PAUL,47.42,-70.5,32 m,,,7040446,,,1963-01-01,2004-04-01,
BAIE VERTE,49.98,-56.18,110 m,,,8400350,,,1958-07-01,1995-06-01,
BAIE VERTE JUNCTION,49.45,-56.43,78 m,,,8400359,,,1989-09-01,1994-07-01,
BAIE WAKEHAM,61.6,-71.97,6 m,,,7110DMF,,,1966-10-01,1967-02-01,
BAIE-COMEAU,49.26,-68.15,130 m,WFW,71829,704S001,1995-05-29,+,1996-01-01,+,Baie-Comeau
,,,,,,,,,,,Forestville
BAIE-COMEAU (Baie-Comeau Airport),49.13,-68.2,22 m,YBC,71691,7040444,2010-11-15,+,2010-11-01,+,Baie-Comeau
,,,,,,,,,,,Forestville
BAIE-COMEAU A,49.13,-68.2,22 m,,,7040440,1956-07-02,2005-01-21,1947-06-01,2005-01-01,Baie-Comeau
,,,,,,,,,,,Forestville
BAIE-COMEAU A,49.13,-68.2,22 m,GBC,71890,7040442,2004-04-07,+,2005-01-01,+,Baie-Comeau
,,,,,,,,,,,Forestville
BAIRD LAKE,54.35,-114.43,671 m,,,3060472,,,1981-06-01,1997-03-01,
BAKER LAKE A (Baker Lake Airport),64.3,-96.08,19 m,YBK,,2300504,2016-01-13,+,2018-10-01,+,Baker Lake
BAKER LAKE A (Baker Lake Airport),64.3,-96.08,19 m,YBK,71926,2300500,1953-01-01,2013-11-14,1946-02-01,2013-11-01,Baker Lake
BAKER LAKE A (Baker Lake Airport),64.3,-96.08,19 m,YBK,71926,2300503,2013-11-12,+,2013-11-01,+,Baker Lake
BAKER LAKE CLIMATE,64.32,-96,51 m,XBL,71356,2300501,2004-07-01,+,2004-06-01,2021-03-01,
BAKER MINE,57.2,-126.95,1646 m,,,1180580,,,1980-11-01,1983-11-01,
BALA,45,-79.5,226 m,,,6110458,,,1883-07-01,1907-12-01,
BALACLAVA,44.67,-80.78,222 m,,,6110470,,,2006-05-01,2016-03-01,
BALCARRES,50.78,-103.62,576 m,,,4010395,,,1961-08-01,2010-03-01,
BALD MOUNTAIN LO,54.82,-118.92,939 m,,,3070480,,,1954-06-01,2011-09-01,
BALDONNEL,56.23,-120.68,686 m,,,1180585,,,1927-01-01,1993-10-01,
BALDUR,49.28,-99.29,450 m,,,5010140,,,1962-04-01,2021-03-01,
BALDUR 5 NORTHEAST,49.42,-99.17,425 m,,,5010143,,,1991-05-01,1995-07-01,
BALDWIN,44.27,-79.32,229 m,,,6110480,,,2004-12-01,2021-03-01,
BALDY HUGHES,53.62,-122.95,1128 m,,,1090586,,,1980-08-01,1984-07-01,
BALDY LO,52.55,-116.12,2083 m,,,3050490,,,1960-06-01,2011-09-01,
BALLANTRAE,44.05,-79.3,328 m,,,6150460,,,1979-07-01,1992-08-01,
BALLATER,55.58,-117.21,564 m,,,3070493,,,1990-10-01,2014-10-01,
BALLATER AGCM,55.58,-117.24,560 m,PBC,,3070495,2010-10-15,+,2018-05-01,2021-03-01,
BALLENAS ISLAND,49.35,-124.16,15 m,WGB,71769,1020590,1994-02-01,+,1966-12-01,2021-03-01,
BALM,53.92,-115.25,777 m,,,3060495,,,1969-09-01,1974-04-01,
BALTIMORE,45.88,-64.82,183 m,,,8100430,,,1982-02-01,1997-12-01,
BAMBERTON OCEAN CEMENT,48.58,-123.52,85 m,,,1010595,,,1961-02-01,1980-11-01,
BAMFIELD,48.83,-125.1,21 m,,,1030600,,,1903-02-01,1956-09-01,
BAMFIELD EAST,48.83,-125.12,4 m,,,1030605,,,1959-08-01,2001-09-01,
BAMFIELD WEST,48.83,-125.15,3 m,,,1030610,,,1955-10-01,1959-07-01,
BANANA BELT,55.2,-116.42,671 m,,,3060514,,,1971-10-01,1972-09-01,
BANCROFT,45.05,-77.85,327 m,,,6160465,,,1882-10-01,1985-12-01,
BANCROFT AUTO (Bancroft),45.07,-77.88,331 m,WRK,71294,616I001,1995-05-02,+,1995-06-01,+,Apsley
,,,,,,,,,,,Bancroft
,,,,,,,,,,,Barry's Bay
,,,,,,,,,,,Haliburton
,,,,,,,,,,,Kaladar
BANCROFT L'AMABLE,45,-77.8,347 m,,,6160468,,,1985-06-01,1986-11-01,
BANCROFT OMNR,45.05,-77.87,344 m,,,6160473,,,1987-04-01,1990-10-01,
BANFF,51.18,-115.57,1384 m,,,3050520,1953-01-01,1995-03-31,1887-11-01,1995-03-01,Banff
,,,,,,,,,,,Canmore
BANFF (AUT),51.18,-115.57,1397 m,,,3050521,1994-02-01,1997-12-02,1992-12-01,1997-12-01,
BANFF CR10,51.2,-115.55,1397 m,,,3050522,,,1996-04-01,1997-11-01,
BANFF CS (Banff),51.19,-115.55,1397 m,WZG,71122,3050519,1997-12-02,+,1995-04-01,+,Banff
,,,,,,,,,,,Canmore
BANFF SPRINGS,51.17,-115.55,1370 m,,,3050526,,,2001-09-01,2007-08-01,
BANGOR,50.9,-102.28,526 m,,,4010400,,,1951-04-01,2005-02-01,
BANGOR,46.35,-62.68,37 m,,,8300128,,,1971-12-01,2004-03-01,
BANKEIR,49.72,-120.23,1097 m,,,1120630,,,1954-08-01,1959-07-01,
BANKIER CHAIN LAKE,49.7,-120.28,1020 m,,,1120633,,,1974-05-01,1991-08-01,
BAPTISTE LAKE,54.73,-113.53,575 m,,,3060523,,,1971-11-01,2000-10-01,
BAR RIVER,46.43,-84.05,180 m,,,6050NNP,,,1988-06-01,1992-10-01,
BARCLAY,49.83,-92.82,381 m,,,6030488,,,1885-05-01,1896-11-01,
BARK LAKE,46.5,-75.33,364 m,,,7030447,,,1912-11-01,1929-10-01,
BARK LAKE DAM,45.42,-77.8,335 m,,,6100493,,,1950-01-01,1971-10-01,
BARKERVILLE,53.07,-121.51,1283 m,,,1090660,,,1888-02-01,2021-02-01,
BARNSTON,45.08,-71.88,445 m,,,7020DDP,,,1965-05-01,1982-03-01,
BARNWELL AGDM,49.8,-112.3,824 m,XBW,71346,3030525,2001-11-29,+,2002-01-01,2021-03-01,
BARONS AGCM,50.03,-113.22,967 m,PBA,71007,3030529,2006-12-30,+,2007-05-01,2021-03-01,
BARONS EXP ST,50.03,-113.17,961 m,,,3030530,,,1955-01-01,1963-03-01,
BARONS EXP ST 2,50,-112.92,960 m,,,3030531,,,1956-05-01,1960-06-01,
BARRAGE A LAC KEMPT,47.55,-74.18,421 m,,,7070448,,,1913-01-01,1970-03-01,
BARRAGE ANGLIERS,47.55,-79.24,267 m,WRC,,7080452,1996-06-21,2007-10-16,1911-02-01,2007-10-01,
BARRAGE CABONGA,47.32,-76.47,366 m,,,7080449,,,1929-08-01,1969-11-01,
BARRAGE CICONCINE,47.38,-73.03,206 m,,,7070450,,,1942-06-01,1967-03-01,
BARRAGE GOUIN,48.35,-74.1,404 m,,,7070454,,,1913-05-01,1982-12-01,
BARRAGE GOUIN S,48.35,-74.1,404 m,,,7070ME4,,,1973-06-01,1974-08-01,
BARRAGE LAC MORIN,47.65,-69.52,198 m,,,7050455,,,1942-12-01,1984-06-01,
BARRAGE MATTAWIN,46.85,-73.65,366 m,,,7070456,,,1929-11-01,1982-12-01,
BARRAGE MERCIER,46.72,-75.98,236 m,,,7030457,,,1927-01-01,1980-05-01,
BARRAGE MISTIGOUGECHE,48.18,-68.02,320 m,,,7050460,,,1961-08-01,1966-11-01,
BARRAGE MITCHINAMECUS,47.22,-75.17,390 m,,,7030462,,,1941-07-01,1967-10-01,
BARRAGE MITIS,48.33,-67.9,267 m,,,7050463,,,1926-07-01,1966-06-01,
BARRAGE MONDONAC,47.45,-73.93,457 m,,,7070464,,,1943-05-01,1966-08-01,
BARRAGE TEMISCAMINGUE (Temiskaming Dam),46.71,-79.1,181 m,WBA,71732,7080468,1997-09-24,+,1910-04-01,+,Témiscamingue
BARRAUTE,48.37,-77.65,305 m,,,7090470,,,1958-12-01,1994-05-01,
BARRETT CHUTE,45.25,-76.77,160 m,,,6100521,,,1950-05-01,1968-10-01,
BARRHEAD,54.12,-114.37,644 m,,,3060532,,,1974-10-01,1976-11-01,
BARRHEAD CS (Barrhead),54.09,-114.45,648 m,XBD,71061,3060535,2000-12-04,+,2000-12-01,+,Barrhead
BARRIE,44.4,-79.68,229 m,,,6110549,,,1866-01-01,1958-06-01,
BARRIE (AUT),44.38,-79.78,295 m,WCU,,6110552,1994-02-01,2003-12-19,1992-12-01,2003-12-01,Barrie
,,,,,,,,,,,Orillia
BARRIE BROOK,45.65,-61.43,11 m,,,8200400,,,1950-02-01,1972-01-01,
BARRIE CKVR,44.35,-79.7,312 m,,,6110555,,,1960-03-01,1961-02-01,
BARRIE LANDFILL,44.39,-79.74,305 m,,,6110556,,,2011-06-01,2021-03-01,
BARRIE WPCC,44.38,-79.69,221 m,,,6110557,,,1968-05-01,2009-06-01,
BARRIE-ORO (Lake Simcoe Regional Airport),44.48,-79.55,289 m,XBI,71314,6117700,2003-10-30,+,2003-11-01,+,Barrie
,,,,,,,,,,,Orillia
BARRIER LAKE,51.05,-115.08,2021 m,,,3050533,,,1995-05-01,2011-09-01,
BARRIERE,51.18,-120.12,415 m,,,1160670,,,1955-11-01,1996-10-01,
BARRIERE CLERMONT,47.7,-70.22,84 m,,,70404PA,,,1973-06-01,1978-07-01,
BARRIERE ETIENNICHE,49.45,-71.38,320 m,,,7060M7A,,,1973-06-01,1975-05-01,
BARRIERE JALBERT,48.45,-70.7,175 m,,,7040MGJ,,,1972-12-01,1975-03-01,
BARRIERE LOUVICOURT,47.87,-77.33,317 m,,,7090473,,,1963-01-01,1974-06-01,
BARRIERE MILOT,48.9,-71.77,168 m,,,7060DPC,,,1973-06-01,1980-09-01,
BARRIERE MISTIGOUGECHE,48.2,-68.07,312 m,,,7050M73,,,1967-10-01,1967-10-01,
BARRIERE MITIS,48.37,-67.93,236 m,,,7050MGC,,,1966-11-01,1982-03-01,
BARRIERE N CHIBOUGAMAU,49.5,-74.17,396 m,,,7060474,,,1963-02-01,1974-05-01,
BARRIERE NORTH,51.23,-120.15,389 m,,,1160673,,,1970-09-01,1984-09-01,
BARRIERE QUINN,46.72,-76.07,256 m,,,7030475,,,1963-01-01,1973-05-01,
BARRIERE ST GUILLAUME,46.6,-74.17,412 m,,,7070DP6,,,1973-01-01,1973-10-01,
BARRIERE STONEHAM,47.17,-71.25,597 m,,,7010478,,,1963-01-01,1976-03-01,
BARRIERE SUD LA DORE,48.82,-72.73,198 m,,,706047H,,,1963-02-01,1975-05-01,
BARRIERE TOURILLI,47.17,-71.62,494 m,,,7010480,,,1949-08-01,1960-09-01,
BARRINGTON CCR,43.45,-65.47,21 m,,,8200415,1994-02-01,1996-01-20,,,
BARRY'S BAY,45.43,-77.67,290 m,,,6100558,,,1976-10-01,1982-09-01,
BARVILLE,48.42,-77.47,319 m,,,7090520,,,1953-08-01,1957-08-01,
BARWICK,48.63,-93.97,335 m,,,6020559,,,1978-12-01,2021-03-01,
BAS CARAQUET (Bas Caraquet),47.8,-64.83,5 m,WXS,71598,8100467,1994-02-01,+,1993-09-01,+,Bas-Caraquet
,,,,,,,,,,,Tracadie-Sheila
BAS CARAQUET,47.8,-64.87,11 m,,,8100468,,,1982-06-01,2021-03-01,
BASELINE LO,52.13,-115.42,1897 m,,,3010534,,,1961-06-01,2011-09-01,
BASHAW,52.68,-112.87,793 m,,,3010535,,,1906-11-01,1922-10-01,
BASHAW,52.6,-112.98,800 m,,,302053E,,,1971-02-01,1975-09-01,
BASNETT,57.37,-119.82,760 m,,,3070NLN,,,1989-07-01,2011-09-01,
BASSANO AGCM,50.89,-112.47,807 m,PBS,71008,3030540,2007-09-11,+,2007-05-01,2021-03-01,
BASSANO DAM,50.78,-112.47,800 m,,,3030537,,,1914-11-01,1935-12-01,
BASSANO GEM,50.9,-112.2,751 m,,,3030538,,,1916-05-01,1935-12-01,
BASSET LO,58.2,-118.22,755 m,,,30705LQ,,,1966-05-01,2011-08-01,
BASSWOOD,50.25,-100.03,583 m,,,5040146,,,1992-10-01,1996-08-01,
BATHURST,47.62,-65.65,12 m,,,8100500,,,1872-07-01,1972-01-01,
BATHURST,47.62,-65.65,5 m,,,8100502,,,1964-07-01,1992-06-01,Bathurst
BATHURST A (Bathurst Airport),47.63,-65.75,59 m,ZBF,71574,8100503,1994-02-01,2013-10-10,1992-07-01,2013-10-01,Bathurst
BATHURST A (Bathurst Airport),47.63,-65.74,59 m,ZBF,71574,8100506,2016-01-13,+,2018-10-01,+,Bathurst
BATHURST A (Bathurst Airport),47.63,-65.74,59 m,ZBF,,8100505,2013-09-10,2018-08-14,2013-08-01,2018-10-01,Bathurst
BATHURST INLET,66.83,-108.02,13 m,,,2300550,,,1958-02-01,1962-08-01,
BATHURST INLET,66.84,-108.01,5 m,NBI,71874,2300551,2012-08-07,+,2012-08-01,2021-03-01,
BATHURST ISLAND,75.72,-98.42,3 m,,,2400552,,,1971-05-01,1979-08-01,
BATTLE CREEK LO,49.65,-109.98,1311 m,,,3.03E+42,,,1974-07-01,1978-09-01,
BATTLE HARBOUR,52.28,-55.58,15 m,,,8500395,,,1947-09-01,1983-06-01,
BATTLE HARBOUR LOR,52.25,-55.6,9 m,,,8500398,1957-10-01,1983-10-17,1957-10-01,1983-10-01,
BATTLE HARBOUR MARYS R,52.32,-55.83,6 m,,,8500400,,,1956-12-01,1983-05-01,
BATTLE HEADWATERS,52.93,-114.2,654 m,,,3010540,,,2003-09-01,2007-11-01,
BATTLE ISLAND,48.75,-87.55,197 m,WMF,,6046285,1994-08-08,1997-01-06,,,
BATTLE RIVER LO,57.48,-117.65,732 m,,,3070540,,,1955-05-01,2011-09-01,
BATTLEFORD,52.68,-108.33,494 m,,,4040420,,,1879-11-01,1942-03-01,
BATTLEFORDS UNION HOSPITAL SNOW,52.77,-108.29,529 m,,,4040430,,,2007-10-01,2008-04-01,
BAY D'ESPOIR 1,47.88,-55.83,11 m,,,8400411,,,1965-03-01,1965-04-01,
BAY D'ESPOIR 2,47.98,-55.8,23 m,,,8400412,,,1965-06-01,1967-07-01,
BAY D'ESPOIR GEN STN,47.98,-55.8,23 m,,,8400413,,,1967-11-01,2019-11-01,
BAY D'ESPOIR LONG POND,47.98,-55.82,169 m,,,8400414,,,1982-08-01,1997-04-01,
BAY D'ESPOIR ST ALBANS,47.97,-55.85,230 m,,,8400415,,,1966-02-01,1968-10-01,
BAYNES LAKE KOOTENAY RIVER,49.23,-115.22,800 m,,,1150690,,,1986-02-01,2017-09-01,
BAYSWATER,44.5,-64.08,31 m,,,8200437,,,1990-12-01,1994-10-01,
BEACON HILL,54.34,-109.63,533 m,,,4060452,,,1983-02-01,2017-07-01,
BEAR CREEK,48.5,-124,351 m,,,1010720,,,1910-11-01,1971-08-01,
BEAR ISLAND,46.98,-80.08,294 m,,,6080577,,,1916-05-01,1962-05-01,
BEAR RIVER,44.57,-65.63,8 m,,,8200500,,,1952-11-01,2006-02-01,
BEAR TOWER,60.52,-113.23,213 m,,,2200554,,,1989-05-01,1990-08-01,
BEARBERRY,51.9,-114.87,1158 m,,,3020550,,,1969-10-01,1970-02-01,
BEARDMORE,49.62,-87.95,305 m,,,6040572,,,1973-11-01,1986-10-01,Greenstone (Beardmore)
BEARSKIN LAKE,58.22,-132.27,958 m,,,1200730,,,1983-11-01,1990-01-01,
BEARTOOTH ISLAND,59.22,-109.7,238 m,WTF,,4060468,1994-02-01,2001-07-11,1994-12-01,2015-02-01,
BEATRICE,45.13,-79.38,290 m,,,6110605,,,1876-03-01,1979-02-01,
BEATRICE 2,45.13,-79.4,297 m,,,6110606,,,1979-09-01,2008-09-01,
BEATRICE CLIMATE,45.14,-79.4,297 m,TBT,71694,6110607,2005-09-28,+,2005-09-01,+,Muskoka
BEATTON RIVER,57.22,-121.47,808 m,,,1180749,,,1977-04-01,1979-08-01,
BEATTON RIVER A,57.38,-121.38,840 m,,,1180750,1953-01-01,1967-07-11,1944-12-01,1967-07-01,
BEATTY,52.87,-104.85,451 m,,,4050480,,,1953-10-01,1956-08-01,
BEAUCEVILLE (Beauceville),46.21,-70.79,229 m,WHV,71323,7028754,1994-07-28,+,1994-07-01,+,Beauceville
,,,,,,,,,,,Lac-Mégantic
,,,,,,,,,,,Saint-Georges
BEAUCEVILLE,46.2,-70.77,160 m,,,7020560,,,1913-08-01,1985-01-01,
BEAUHARNOIS,45.32,-73.91,22 m,MBR,,7020564,2003-10-07,2006-07-26,,,
BEAUHARNOIS,45.17,-73.92,34 m,WBH,,7020562,1994-04-04,1994-10-31,,,
BEAUPORT,46.88,-71.2,84 m,,,7010566,,,1982-07-01,1985-05-01,
BEAUPORT (Beauport),46.84,-71.2,10 m,XBO,71578,7010565,1999-08-19,+,1999-08-01,+,Lévis
BEAUSEJOUR,50.13,-96.22,302 m,,,5030155,1959-11-02,1985-12-31,1960-03-01,1979-11-01,
BEAUSEJOUR,46.67,-71.17,107 m,,,7020567,,,1975-08-01,2020-04-01,
BEAUSEJOUR 2,50.03,-96.47,251 m,,,5030160,,,1953-05-01,2005-03-01,
BEAUSOLEIL,44.85,-79.87,183 m,WPB,,6110617,1994-02-01,2007-08-28,1994-12-01,2007-08-01,
BEAUVAIS PARK,49.42,-114.1,1524 m,,,3030555,,,1998-02-01,2007-11-01,
BEAVER,50.02,-98.7,263 m,,,5040165,,,1887-06-01,1907-10-01,
BEAVER,50.05,-98.7,268 m,,,5040166,,,1973-05-01,2021-02-01,
BEAVER CREEK,51.97,-106.7,488 m,,,4050500,,,1992-05-01,2000-02-01,
BEAVER CREEK A (Beaver Creek Airport),62.41,-140.87,650 m,YXQ,,2100159,2014-12-04,+,,,Beaver Creek
BEAVER CREEK A (Beaver Creek Airport),62.41,-140.87,650 m,YXQ,,2100155,2014-12-04,+,2018-10-01,+,Beaver Creek
BEAVER CREEK A (Beaver Creek Airport),62.41,-140.87,649 m,YXQ,,2100160,1968-12-01,2014-12-04,1968-11-01,2015-02-01,Beaver Creek
BEAVER CREEK YTG,62.37,-140.87,663 m,,,2100161,,,1993-09-01,2008-08-01,
BEAVER HILLS WEST,53.53,-112.53,770 m,,,3010558,,,1897-12-01,1908-11-01,
BEAVER ISLAND (AUT) (Beaver Island),44.82,-62.33,16 m,WBV,71403,8200558,1994-02-01,+,1992-12-01,+,Beaver Island
BEAVER LAKE,48.5,-123.35,61 m,,,1010774,,,1894-12-01,1952-06-01,
BEAVER LAKE RS,54.75,-112.95,564 m,,,3060559,,,1980-06-01,1995-10-01,
BEAVER MINES,49.47,-114.18,1257 m,,,3050600,,,1912-11-01,2012-03-01,
BEAVER MINES,49.47,-114.18,1257 m,PBM,71304,3050602,2012-02-02,+,2012-02-01,2021-03-01,
BEAVERBANK,44.9,-63.72,183 m,,,8200550,,,1871-09-01,1964-03-01,
BEAVERDELL,49.42,-119.11,780 m,,,1130770,,,1925-09-01,2000-10-01,
BEAVERDELL NORTH,49.48,-119.05,838 m,,,1130771,,,1975-05-01,2006-09-01,
BEAVERLODGE CDA,55.2,-119.4,745 m,,,3070560,,,1913-04-01,2007-05-01,
BEAVERLODGE CDA,55.2,-119.4,745 m,,,3.07E+13,1996-08-16,2002-01-18,1996-08-01,2002-01-01,
BEAVERLODGE RCS (Beaverlodge),55.2,-119.4,745 m,WBM,71230,3070600,2001-02-14,+,2001-01-01,+,Beaverlodge
BEAVERLODGE REDLOW,55.33,-119.4,427 m,,,3070565,,,1912-01-01,1930-06-01,
BEAVERTON,44.42,-79.15,230 m,,,6110633,,,1948-03-01,1959-08-01,
BECANCOUR,46.33,-72.43,15 m,,,7020570,,,1966-10-01,1994-05-01,
BECHARD,50.05,-104.22,578 m,,,4010540,,,1974-05-01,1982-01-01,
